Type,Name,SKU,Description,KGs,Selling Price - Old,Decor,Storage,Outdoor,Beds,Lighting,Tables,Chairs,Sofas,Selling Price - New,Discounted
Tufty,"Tufty Module, Right Chaise, Armless, Royal Blue Wool",5455,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",51,2832.00,,,,,,,,3158.00,3158.00,1579.00
Tufty,"Tufty Module, Left End, Armless, Royal Blue Wool",4183,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",41,2165.00,,,,,,,,2238.00,2238.00,1119.00
Tufty,"Tufty Module, Left End, Armless, Light Gray Wool",4179,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",41,2165.00,,,,,,,,2238.00,2238.00,1119.00
Tufty,"Tufty Module, Left Corner, Royal Blue Wool",5454,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",48,2332.00,,,,,,,,2458.00,2458.00,1229.00
Tufty,"Tufty Module, Left Corner, Light Gray Wool",5453,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",48,2332.00,,,,,,,,2458.00,2458.00,1229.00
Tufty,"Tufty Module, Left Corner Half, Royal Blue Wool",4237,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",65,2999.00,,,,,,,,3658.00,3658.00,1829.00
Tufty,"Tufty Module, Left Corner Half, Light Gray Wool",4233,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",65,2999.00,,,,,,,,3658.00,3658.00,1829.00
Tufty,"Tufty Module, Left Chaise, Armless, Royal Blue Wool",5452,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",51,2832.00,,,,,,,,3158.00,3158.00,1579.00
Tufty,"Tufty Module, Large Right Corner, Royal Blue Wool",5451,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",51,2999.00,,,,,,,,3158.00,3158.00,1579.00
Tufty,"Tufty Module, Large Right Corner, Light Gray Wool",5450,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",51,2999.00,,,,,,,,3158.00,3158.00,1579.00
Tufty,"Tufty Module, Large Left Corner, Royal Blue Wool",5449,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",51,2999.00,,,,,,,,3158.00,3158.00,1579.00
Tufty,"Tufty Module, Large Left Corner, Light Gray Wool",5448,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",51,2999.00,,,,,,,,3158.00,3158.00,1579.00
Tufty,"Tufty Module, Extra Large Right Corner, Royal Blue Wool",5447,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",70,3165.00,,,,,,,,3418.00,3418.00,1709.00
Tufty,"Tufty Module, Extra Large Right Arm, Royal Blue Wool",5446,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",63,3165.00,,,,,,,,3418.00,3418.00,1709.00
Tufty,"Tufty Module, Extra Large Right Arm, Light Gray Wool",5445,"Experience the Tufty sectional, where the classic Chesterfield capitonné meets the relaxed vibes of the 70s. This modern masterpiece is a perfect blend of striking design and playful style, offering a touch of contemporary elegance to any space. Crafted with a simple modular concept, the Tufty provides ultimate flexibility, making it an adaptable choice for any environment—from cozy city lofts to expansive entertainment spaces. Part of the 4orm4 collection, it's the epitome of democratic design that fits seamlessly into various settings.",63,3165.00,,,,,,,,3418.00,3418.00,1709.00
